,magnitude_of_delay,delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_rain,incidents,National,Regional,day_of_month,week_day,month,hour,day_of_year,season,is_holiday,is_weekend
2298,0,0,0,22.0,1017.0,55.0,2.0,0,0,5,0,14,2,7,22,195,1,0,1
2299,2,4237,1,19.0,1013.0,79.0,1.0,0,4,16,0,24,4,9,19,267,3,0,1
2300,0,0,0,18.0,1019.0,87.0,0.0,0,0,5,0,20,1,7,23,201,1,0,1
2301,2,1053,2,14.0,1025.0,94.0,2.0,0,1,5,0,29,2,12,11,363,3,0,1
2302,2,7087,2,13.0,1012.0,74.0,1.0,2,4,14,2,23,4,4,9,113,1,0,1
2303,0,0,2,12.0,1019.0,85.0,2.0,0,3,5,0,11,1,5,20,131,0,0,1
2304,0,0,2,15.0,1016.0,70.0,0.0,0,0,5,0,1,0,11,14,305,2,1,1
2305,0,0,1,9.0,1016.0,91.0,1.0,0,0,0,0,5,4,3,7,64,0,0,1
2306,0,176,2,12.0,1022.0,52.0,4.0,0,4,5,0,12,0,4,11,102,0,0,1
2307,0,0,0,12.0,1019.0,52.0,1.0,0,0,0,0,18,3,3,21,77,0,0,1
2308,0,0,0,19.0,1015.0,76.0,3.0,0,3,5,0,12,5,6,2,163,1,0,1
2309,2,5052,0,17.0,1020.0,72.0,1.0,0,4,18,0,15,4,10,19,288,2,0,1
2310,0,122,0,11.0,1024.0,53.0,2.0,0,1,6,0,15,2,12,20,349,3,0,1
2311,0,0,2,20.0,1028.0,65.0,1.0,0,0,5,0,29,2,9,12,272,3,0,1
2312,0,0,0,15.0,1007.0,82.0,1.0,0,3,5,0,27,1,4,21,117,1,0,1
2313,0,421,1,17.0,1021.0,93.0,1.0,0,1,6,0,18,0,10,7,291,2,0,1
2314,0,0,2,6.0,1023.0,86.0,1.0,0,2,5,0,26,4,3,7,85,1,0,1
2315,2,2776,2,15.0,1014.0,73.0,2.0,0,3,7,2,22,2,12,15,356,3,0,1
2316,2,3262,0,20.0,1019.0,77.0,0.0,0,4,11,0,8,4,10,20,281,2,0,1
2317,0,0,0,7.0,1025.0,94.0,1.0,0,1,5,0,30,1,11,3,334,3,0,1
2318,0,0,0,11.0,1012.0,89.0,1.0,0,0,0,0,23,3,12,23,357,3,0,1
2319,0,0,0,9.0,1007.0,91.0,0.0,0,3,5,0,29,3,4,5,119,1,0,1
2320,0,0,0,11.0,1019.0,66.0,5.0,0,3,5,0,18,6,4,6,108,0,0,1
2321,0,0,0,12.0,1013.0,80.0,2.0,0,0,0,0,4,3,3,1,63,0,0,1
2322,0,0,0,11.0,1024.0,63.0,2.0,0,0,5,0,17,2,11,23,321,2,0,1
2323,0,0,2,9.0,1013.0,79.0,3.0,0,1,5,0,27,5,11,8,331,3,0,1
2324,0,0,0,12.0,1018.0,65.0,1.0,0,3,5,0,12,0,4,0,102,0,0,1
2325,0,0,0,11.0,1009.0,92.0,0.0,0,2,5,0,20,6,6,3,171,1,0,1
2326,0,0,2,9.0,1016.0,48.0,6.0,0,1,5,0,27,5,11,14,331,3,0,1
2327,0,0,2,11.0,1028.0,62.0,1.0,0,1,0,0,17,6,1,16,17,3,0,1
2328,0,0,0,12.0,1022.0,85.0,1.0,0,0,5,0,21,3,10,23,294,3,0,1
2329,0,489,2,24.0,1018.0,49.0,1.0,0,1,7,0,11,5,9,13,254,2,0,1
2330,0,441,2,12.0,1025.0,73.0,2.0,0,2,6,0,29,0,11,11,333,3,0,1
2331,2,2242,2,12.0,1017.0,84.0,3.0,1,3,15,0,20,0,12,14,354,3,0,1
2332,0,0,0,10.0,1022.0,83.0,2.0,0,0,0,0,13,0,12,1,347,3,0,1
2333,0,0,0,6.0,1023.0,89.0,0.0,0,2,5,0,25,3,3,5,84,1,0,1
2334,0,0,0,17.0,1022.0,78.0,1.0,0,0,5,0,19,6,9,22,262,2,0,1
2335,0,1259,2,18.0,1005.0,72.0,3.0,0,4,8,0,26,0,4,17,116,1,0,1
2336,0,0,0,13.0,1014.0,90.0,0.0,0,0,1,0,1,3,4,22,91,0,0,1
2337,0,0,0,11.0,1020.0,75.0,1.0,0,0,5,0,14,6,11,23,318,2,0,1
2338,2,1174,2,19.0,1017.0,92.0,3.0,0,2,8,2,17,4,9,16,260,2,0,1
2339,0,222,0,17.0,1011.0,92.0,0.0,1,1,6,0,2,5,10,20,275,2,0,1
2340,0,0,0,10.0,1010.0,91.0,0.0,1,0,0,0,3,2,2,20,34,3,0,1
2341,0,0,2,14.0,1021.0,87.0,1.0,0,0,5,0,9,4,7,6,190,1,0,1
2342,0,0,2,11.0,1020.0,86.0,0.0,1,3,5,0,13,1,4,10,103,0,0,1
2343,0,123,2,12.0,1014.0,70.0,1.0,0,1,6,0,23,1,11,12,327,3,0,1
2344,0,0,0,12.0,1008.0,91.0,2.0,0,0,0,0,23,5,1,17,23,3,0,1
2345,0,0,0,16.0,1017.0,63.0,3.0,0,3,5,0,11,6,4,20,101,0,0,1
2346,2,2112,0,16.0,1011.0,65.0,0.0,1,3,8,0,28,3,10,19,301,3,0,1
2347,0,0,0,10.0,1019.0,76.0,1.0,0,0,5,0,13,5,11,5,317,2,0,1
2348,0,0,0,16.0,1022.0,70.0,1.0,0,0,5,0,23,5,10,18,296,3,0,1
2349,0,41,0,12.0,1010.0,92.0,1.0,1,1,0,0,2,1,2,20,33,3,0,1
2350,2,607,0,13.0,1016.0,90.0,0.0,0,0,5,0,27,0,12,18,361,3,0,1
2351,0,0,2,19.0,1018.0,83.0,1.0,0,0,5,0,20,1,7,20,201,1,0,1
2352,2,6243,0,10.0,1012.0,70.0,0.0,0,4,17,0,25,3,11,18,329,3,0,1
2353,0,0,0,11.0,1021.0,73.0,2.0,0,0,5,0,16,1,11,23,320,2,0,1
2354,0,0,0,13.0,1022.0,85.0,0.0,0,3,5,0,6,6,6,5,157,1,0,1
2355,2,6279,2,18.0,1006.0,71.0,0.0,0,4,24,1,27,1,4,18,117,1,0,1
2356,0,0,0,16.0,1020.0,89.0,0.0,0,0,5,0,26,6,9,6,269,3,0,1
2357,0,0,0,21.0,1011.0,70.0,1.0,0,0,5,0,12,6,9,21,255,2,0,1
2358,0,0,0,17.0,1021.0,92.0,1.0,0,0,5,0,20,2,10,20,293,2,0,1
2359,0,0,2,14.0,1010.0,91.0,0.0,0,2,5,0,20,6,6,18,171,1,0,1
2360,0,0,0,15.0,1013.0,46.0,2.0,0,0,0,0,16,1,3,22,75,0,0,1
2361,2,4485,2,10.0,1026.0,93.0,1.0,0,4,10,0,6,0,12,14,340,3,0,1
2362,0,1791,2,24.0,1014.0,61.0,2.0,2,4,8,0,15,1,6,19,166,1,0,1
2363,0,2092,2,19.0,1014.0,48.0,4.0,0,4,10,0,15,3,4,19,105,0,0,1
2364,0,0,0,13.0,1010.0,92.0,0.0,0,2,5,0,21,0,6,1,172,1,0,1
2365,2,3229,2,18.0,1012.0,68.0,2.0,0,4,11,0,22,3,4,19,112,1,0,1
2366,0,0,0,17.0,1019.0,58.0,2.0,0,0,5,0,11,0,10,6,284,2,0,1
2367,0,0,0,8.0,1024.0,93.0,1.0,0,0,2,0,9,3,12,2,343,3,0,1
2368,0,0,0,11.0,1026.0,76.0,2.0,0,2,5,0,24,2,3,20,83,1,0,1
2369,0,0,2,13.0,1007.0,72.0,4.0,0,3,5,0,9,6,5,17,129,0,0,1
2370,0,0,0,10.0,1024.0,69.0,1.0,0,0,0,0,20,5,3,22,79,0,0,1
2371,0,0,1,8.0,1013.0,41.0,5.0,0,0,0,0,18,3,3,7,77,0,0,1
2372,2,2388,2,14.0,1024.0,94.0,1.0,0,3,7,1,29,2,12,16,363,3,0,1
2373,0,0,0,12.0,1007.0,88.0,1.0,0,3,5,0,26,0,4,6,116,1,0,1
2374,0,0,1,14.0,1011.0,75.0,2.0,0,3,5,0,23,4,4,7,113,1,0,1
2375,0,0,0,18.0,1021.0,66.0,2.0,0,0,5,0,22,2,9,3,265,3,0,1
2376,0,0,0,17.0,1022.0,69.0,2.0,0,0,5,0,7,3,10,3,280,2,0,1
2377,0,0,0,19.0,1015.0,65.0,1.0,0,0,5,0,10,5,7,22,191,1,0,1
2378,0,131,2,17.0,1022.0,60.0,0.0,0,1,7,0,21,3,10,13,294,3,0,1
2379,0,0,2,24.0,1016.0,64.0,2.0,0,0,5,0,11,5,9,18,254,2,0,1
2380,2,6875,0,21.0,1021.0,73.0,1.0,0,4,23,2,19,1,10,18,292,2,0,1
2381,0,0,0,12.0,1017.0,91.0,1.0,0,3,5,0,12,2,5,2,132,0,0,1
2382,0,0,2,15.0,1026.0,54.0,0.0,0,0,5,0,7,6,11,12,311,2,0,1
2383,2,2459,2,7.0,1016.0,72.0,1.0,0,3,8,1,26,4,11,9,330,3,0,1
2384,2,1937,2,18.0,1019.0,59.0,0.0,0,3,8,0,13,5,11,16,317,2,0,1
2385,0,0,0,12.0,1025.0,66.0,1.0,0,0,5,0,30,3,9,5,273,3,0,1
2386,0,0,0,13.0,1022.0,94.0,0.0,0,0,5,0,28,1,9,7,271,3,0,1
2387,0,0,0,11.0,1017.0,93.0,0.0,0,0,0,0,1,0,2,3,32,3,0,1
2388,0,0,0,16.0,1019.0,89.0,0.0,0,0,5,0,3,5,7,23,184,1,0,1
2389,0,0,0,19.0,1020.0,67.0,1.0,0,0,5,0,8,4,10,2,281,2,0,1
2390,2,0,2,18.0,1017.0,53.0,1.0,0,1,8,0,10,2,11,16,314,2,0,1
2391,0,278,2,16.0,1018.0,64.0,0.0,0,1,7,0,3,6,10,17,276,2,0,1
2392,0,0,0,11.0,1021.0,86.0,1.0,0,0,5,0,22,4,10,1,295,3,0,1
2393,2,261,2,13.0,1026.0,62.0,1.0,0,1,8,0,5,4,11,12,309,2,0,1
2394,0,0,0,13.0,1019.0,94.0,2.0,0,0,5,0,28,1,12,4,362,3,0,1
2395,0,740,2,21.0,1019.0,53.0,4.0,0,3,8,1,29,1,6,15,180,1,0,1
2396,0,1246,2,21.0,1020.0,63.0,3.0,0,4,11,0,7,4,5,14,127,0,0,1
2397,0,0,1,16.0,1018.0,74.0,0.0,0,0,5,0,6,1,7,20,187,1,0,1
2398,0,0,0,15.0,1018.0,93.0,0.0,0,0,5,0,22,3,7,5,203,1,0,1
2399,0,0,1,13.0,1021.0,94.0,1.0,0,0,5,0,28,1,12,8,362,3,0,1
2400,0,0,2,18.0,1016.0,75.0,1.0,0,2,5,0,19,5,6,14,170,1,0,1
2401,0,0,0,13.0,1019.0,94.0,2.0,0,0,3,0,28,1,12,5,362,3,0,1
2402,0,0,2,11.0,1026.0,82.0,5.0,0,1,5,0,5,6,12,13,339,3,0,1
2403,0,0,2,23.0,1020.0,56.0,1.0,0,3,5,0,7,0,6,16,158,1,0,1
2404,0,0,2,22.0,1017.0,62.0,2.0,0,2,5,0,30,2,6,12,181,1,0,1
2405,2,9428,2,24.0,1019.0,57.0,2.0,0,4,28,0,8,4,10,18,281,2,0,1
2406,0,0,0,16.0,1021.0,78.0,1.0,0,0,5,0,18,5,9,22,261,2,0,1
2407,2,966,2,14.0,1016.0,80.0,2.0,0,1,0,0,22,2,12,11,356,3,0,1
2408,0,0,2,12.0,1025.0,71.0,0.0,0,2,5,0,25,3,3,10,84,1,0,1
2409,0,0,0,10.0,1020.0,79.0,2.0,0,0,5,0,9,1,11,2,313,2,0,1
2410,0,0,0,15.0,1023.0,86.0,0.0,0,0,5,0,1,4,10,1,274,2,0,1
2411,0,0,2,13.0,1008.0,91.0,0.0,1,3,5,0,25,6,4,8,115,1,1,1
2412,0,0,0,15.0,1023.0,85.0,0.0,0,0,5,0,7,2,7,21,188,1,0,1
2413,0,1508,2,14.0,1014.0,76.0,0.0,0,4,6,0,20,1,4,19,110,0,0,1
2414,0,0,1,7.0,1026.0,93.0,4.0,0,0,0,0,3,2,3,7,62,0,0,1
2415,0,109,0,13.0,1026.0,93.0,1.0,0,1,0,0,26,1,1,21,26,3,0,1
2416,0,0,2,20.0,1017.0,41.0,3.0,0,3,5,0,17,5,4,18,107,0,0,1
2417,0,0,2,22.0,1022.0,55.0,0.0,0,3,5,0,5,5,6,10,156,1,0,1
2418,0,0,0,17.0,1021.0,76.0,1.0,0,3,5,0,6,6,6,23,157,1,0,1
2419,0,0,2,27.0,1017.0,46.0,4.0,0,3,5,0,10,3,6,14,161,1,1,1
2420,0,0,0,9.0,1026.0,87.0,1.0,0,0,0,0,15,0,3,3,74,0,0,1
2421,0,0,0,18.0,1013.0,79.0,2.0,0,0,5,0,24,4,9,3,267,3,0,1
2422,0,184,2,21.0,1013.0,54.0,0.0,0,4,6,0,14,2,4,19,104,0,0,1
2423,0,0,0,11.0,1023.0,96.0,1.0,0,0,2,0,29,0,11,3,333,3,0,1
2424,0,0,2,19.0,1023.0,58.0,0.0,0,0,2,0,31,4,12,14,365,3,0,1
2425,0,0,0,17.0,1014.0,64.0,1.0,0,0,5,0,11,6,7,2,192,1,0,1
2426,0,1809,2,16.0,1020.0,52.0,1.0,0,4,7,0,12,0,4,19,102,0,0,1
2427,2,159,2,16.0,1020.0,70.0,0.0,0,1,6,0,11,3,11,11,315,2,0,1
2428,0,0,2,12.0,1020.0,39.0,1.0,0,3,5,0,17,5,4,10,107,0,0,1
2429,0,0,0,12.0,1018.0,81.0,0.0,0,3,5,0,19,0,4,5,109,0,0,1
2430,0,0,0,17.0,1023.0,93.0,0.0,0,0,5,0,27,0,9,23,270,3,0,1
2431,2,3090,0,22.0,1019.0,41.0,2.0,0,4,12,0,11,0,10,19,284,2,0,1
2432,0,0,0,10.0,1021.0,87.0,1.0,0,3,5,0,13,3,5,0,133,0,0,1
2433,0,0,0,13.0,1008.0,91.0,1.0,0,3,5,0,26,0,4,0,116,1,0,1
2434,0,0,2,9.0,1015.0,100.0,2.0,0,2,5,0,4,6,4,8,94,0,1,1
2435,0,0,0,11.0,1019.0,85.0,1.0,0,3,5,0,5,2,5,2,125,0,0,1
2436,0,817,2,15.0,1016.0,91.0,1.0,0,4,10,0,2,2,6,16,153,1,0,1
2437,0,211,2,20.0,1024.0,66.0,1.0,0,1,5,0,6,2,10,11,279,2,0,1
2438,0,0,2,25.0,1017.0,47.0,0.0,0,3,5,0,10,3,6,17,161,1,1,1
2439,0,0,0,19.0,1018.0,89.0,0.0,0,0,5,0,15,2,9,23,258,2,0,1
2440,0,0,0,8.0,1017.0,90.0,1.0,0,3,5,0,11,1,5,1,131,0,0,1
2441,2,0,0,11.0,1018.0,74.0,1.0,0,1,8,0,10,2,11,4,314,2,0,1
2442,0,89,0,8.0,1016.0,92.0,2.0,0,1,0,0,22,4,1,20,22,3,0,1
2443,0,0,0,2.0,1022.0,91.0,0.0,0,0,2,0,28,6,11,4,332,3,0,1
2444,2,1529,0,15.0,1022.0,56.0,0.0,0,3,7,0,17,2,11,17,321,2,0,1
2445,0,179,2,26.0,1015.0,57.0,0.0,0,1,7,0,27,1,7,17,208,1,0,1
2446,0,0,0,17.0,1023.0,93.0,0.0,0,0,5,0,27,0,9,22,270,3,0,1
2447,0,0,0,18.0,1018.0,54.0,2.0,0,0,5,0,11,0,10,3,284,2,0,1
2448,2,1299,2,20.0,1018.0,46.0,3.0,0,3,8,0,3,5,7,11,184,1,0,1
2449,0,0,2,18.0,1018.0,92.0,0.0,0,0,5,0,17,6,10,11,290,2,0,1
2450,0,0,0,17.0,1008.0,88.0,1.0,0,0,5,0,14,1,9,6,257,2,0,1
2451,0,305,2,15.0,1016.0,74.0,1.0,0,4,6,0,14,2,4,10,104,0,0,1
2452,2,1361,2,17.0,1014.0,72.0,3.0,0,4,9,1,8,5,5,11,128,0,0,1
2453,0,0,2,20.0,1014.0,80.0,0.0,0,0,5,0,11,6,7,7,192,1,0,1
2454,0,586,2,19.0,1021.0,82.0,0.0,0,1,7,0,20,2,10,15,293,2,0,1
2455,0,0,0,6.0,1016.0,79.0,1.0,0,0,5,0,24,2,11,6,328,3,0,1
2456,0,0,0,10.0,1015.0,89.0,1.0,0,0,5,0,21,6,11,22,325,3,0,1
2457,0,0,2,15.0,1019.0,77.0,2.0,0,3,5,0,19,0,4,11,109,0,0,1
2458,0,0,0,12.0,1019.0,92.0,1.0,0,0,0,0,25,0,1,23,25,3,0,1
2459,0,40,2,13.0,1015.0,54.0,4.0,0,4,5,0,7,2,4,11,97,0,0,1
2460,0,0,2,18.0,1007.0,69.0,1.0,0,3,5,0,25,6,4,16,115,1,1,1
2461,0,0,0,6.0,1015.0,91.0,1.0,0,0,5,0,4,3,11,3,308,2,0,1
2462,0,0,0,17.0,1020.0,92.0,0.0,0,0,5,0,2,5,10,1,275,2,0,1
2463,0,0,0,6.0,1014.0,88.0,1.0,0,3,5,0,1,5,5,6,121,0,1,1
2464,0,0,2,10.0,1015.0,90.0,2.0,0,1,0,0,22,4,1,15,22,3,0,1
2465,0,0,0,17.0,1014.0,84.0,0.0,0,0,5,0,24,4,9,23,267,3,0,1
2466,0,843,2,14.0,1020.0,51.0,4.0,0,2,2,0,19,4,3,12,78,0,0,1
2467,0,0,2,14.0,1020.0,67.0,1.0,0,3,5,0,4,1,5,10,124,0,0,1
2468,0,0,0,11.0,1015.0,92.0,4.0,0,2,0,0,30,5,1,5,30,3,0,1
2469,0,0,2,25.0,1017.0,47.0,3.0,0,0,5,0,16,4,7,7,197,1,0,1
2470,0,175,2,22.0,1018.0,76.0,1.0,0,1,5,0,9,5,10,18,282,2,0,1
2471,0,0,2,12.0,1009.0,91.0,1.0,0,1,0,0,21,3,1,15,21,3,0,1
2472,0,2393,2,19.0,1018.0,45.0,6.0,0,4,6,0,3,0,5,17,123,0,0,1
2473,0,0,2,16.0,1021.0,75.0,3.0,0,0,5,0,12,0,7,11,193,1,0,1
2474,0,0,0,14.0,1020.0,97.0,0.0,0,0,5,0,7,2,7,5,188,1,0,1
2475,0,146,0,13.0,1016.0,55.0,1.0,0,4,5,0,8,3,4,1,98,0,0,1
2476,0,190,2,10.0,1025.0,81.0,3.0,0,1,0,0,10,2,3,10,69,0,0,1
2477,0,0,0,9.0,1012.0,60.0,2.0,0,3,5,0,7,2,4,6,97,0,0,1
2478,0,0,0,11.0,1017.0,93.0,1.0,0,0,0,0,1,0,2,4,32,3,0,1
2479,2,2024,1,13.0,1019.0,57.0,2.0,0,3,5,2,9,1,3,18,68,0,0,1
2480,2,5330,2,21.0,1016.0,72.0,1.0,0,4,17,0,23,4,7,18,204,1,0,1
2481,0,1474,2,20.0,1015.0,43.0,2.0,0,3,10,0,31,2,3,11,90,1,0,1
2482,0,0,0,16.0,1020.0,77.0,0.0,0,0,3,0,15,4,10,21,288,2,0,1
2483,0,0,0,10.0,1020.0,92.0,3.0,0,0,2,0,1,2,12,17,335,3,1,1
2484,0,207,0,22.0,1022.0,24.0,2.0,0,1,0,0,17,2,3,19,76,0,0,1
2485,0,0,2,22.0,1016.0,64.0,0.0,0,0,5,0,11,6,7,18,192,1,0,1
2486,0,98,0,13.0,1018.0,90.0,3.0,0,1,6,0,27,0,12,23,361,3,0,1
2487,0,0,2,18.0,1019.0,75.0,4.0,0,3,5,0,6,3,5,16,126,0,0,1
2488,2,2501,2,12.0,1015.0,90.0,3.0,0,4,14,3,20,0,12,15,354,3,0,1
2489,0,191,2,10.0,1021.0,67.0,0.0,0,2,5,0,2,3,12,13,336,3,0,1
2490,0,0,2,10.0,1016.0,91.0,2.0,0,0,0,0,5,4,3,8,64,0,0,1
2491,0,0,2,15.0,1019.0,55.0,2.0,0,3,5,0,3,0,5,10,123,0,0,1
2492,0,0,0,13.0,1020.0,94.0,1.0,0,1,5,0,7,1,12,6,341,3,0,1
2493,0,89,2,28.0,1018.0,47.0,2.0,0,1,5,0,10,5,7,13,191,1,0,1
2494,0,0,0,13.0,1024.0,93.0,1.0,0,0,0,0,26,1,1,17,26,3,0,1
2495,0,0,2,17.0,1024.0,47.0,3.0,0,2,5,0,27,5,3,13,86,1,0,1
2496,0,0,2,11.0,1027.0,76.0,3.0,0,2,5,0,24,2,3,10,83,1,0,1
2497,0,0,1,10.0,1016.0,91.0,4.0,0,2,0,0,30,5,1,7,30,3,0,1
2498,0,610,2,13.0,1022.0,88.0,0.0,0,2,7,0,4,0,10,9,277,2,0,1
2499,0,0,0,12.0,1016.0,83.0,0.0,0,3,5,0,20,1,4,3,110,0,0,1
2500,0,0,0,12.0,1016.0,83.0,0.0,0,3,5,0,20,1,4,4,110,0,0,1
2501,0,0,0,16.0,1015.0,93.0,0.0,0,0,5,0,23,4,7,5,204,1,0,1
2502,0,0,0,15.0,1021.0,81.0,1.0,0,0,5,0,18,5,9,23,261,2,0,1
2503,0,4269,2,13.0,1021.0,68.0,1.0,0,3,10,0,16,1,11,10,320,2,0,1
2504,0,0,0,12.0,1025.0,92.0,0.0,0,3,0,0,28,3,1,2,28,3,0,1
2505,0,0,0,11.0,1019.0,91.0,0.0,0,3,5,0,11,1,5,22,131,0,0,1
2506,0,0,2,26.0,1021.0,41.0,4.0,0,3,5,0,5,5,6,15,156,1,0,1
2507,2,1450,0,16.0,1016.0,58.0,1.0,0,2,4,0,5,4,3,19,64,0,0,1
2508,0,37,2,8.0,1024.0,62.0,1.0,0,1,2,0,28,6,11,11,332,3,0,1
2509,0,0,0,9.0,1026.0,94.0,0.0,0,0,5,0,11,5,12,7,345,3,0,1
2510,0,0,2,22.0,1009.0,73.0,1.0,0,0,5,0,14,1,9,15,257,2,0,1
2511,0,28,0,15.0,1023.0,78.0,1.0,0,1,6,0,8,3,7,22,189,1,0,1
2512,2,0,0,10.0,1019.0,74.0,2.0,0,1,8,0,10,2,11,6,314,2,0,1
2513,2,3942,2,18.0,1009.0,83.0,1.0,0,4,15,1,14,1,9,18,257,2,0,1
2514,2,2968,2,21.0,1019.0,55.0,1.0,0,4,11,1,9,2,6,19,160,1,0,1
2515,0,505,2,23.0,1018.0,66.0,2.0,0,3,7,0,2,4,7,12,183,1,0,1
2516,0,2069,2,13.0,1011.0,94.0,4.0,1,4,11,0,10,5,4,11,100,0,0,1
2517,0,0,1,11.0,1019.0,66.0,6.0,0,3,5,0,18,6,4,7,108,0,0,1
2518,2,7485,0,13.0,1001.0,93.0,0.0,1,4,17,0,29,4,10,19,302,3,0,1
2519,0,0,0,15.0,1015.0,89.0,1.0,0,0,5,0,25,6,7,3,206,1,0,1
2520,0,331,0,16.0,1018.0,53.0,2.0,0,1,6,0,10,6,10,4,283,2,0,1
2521,0,0,0,13.0,1022.0,71.0,1.0,0,0,5,0,26,1,10,1,299,3,0,1
2522,0,0,0,8.0,1024.0,85.0,1.0,0,0,3,0,12,6,12,6,346,3,0,1
2523,0,0,0,10.0,1015.0,90.0,0.0,0,2,0,0,30,5,1,6,30,3,0,1
2524,0,0,0,9.0,1018.0,60.0,1.0,0,3,5,0,4,1,5,5,124,0,0,1
2525,0,0,0,11.0,1009.0,93.0,1.0,0,0,0,0,26,6,12,6,360,3,0,1
2526,0,0,2,15.0,1018.0,82.0,1.0,0,0,5,0,11,5,9,8,254,2,0,1
2527,0,0,0,9.0,1018.0,76.0,3.0,0,0,0,0,6,5,3,6,65,0,0,1
2528,2,1512,2,11.0,1025.0,94.0,3.0,0,3,5,0,9,3,12,10,343,3,0,1
2529,0,453,2,24.0,1019.0,63.0,1.0,0,1,7,0,16,3,9,14,259,2,0,1
2530,0,0,0,7.0,1024.0,91.0,0.0,0,2,5,0,24,2,3,4,83,1,0,1
2531,0,554,0,7.0,1018.0,55.0,4.0,0,2,6,0,27,5,11,18,331,3,0,1
2532,0,0,2,12.0,1024.0,59.0,0.0,0,0,5,0,18,3,11,10,322,2,0,1
2533,0,0,0,13.0,1018.0,90.0,0.0,0,0,5,0,28,1,12,0,362,3,0,1
2534,0,242,2,17.0,1021.0,59.0,0.0,0,1,8,0,21,3,10,15,294,3,0,1
2535,0,0,0,18.0,1016.0,78.0,1.0,0,3,5,0,10,3,6,23,161,1,1,1
2536,0,128,2,15.0,1015.0,88.0,0.0,0,0,0,0,27,0,12,12,361,3,0,1
2537,0,0,0,12.0,1016.0,81.0,1.0,0,3,5,0,5,0,4,4,95,0,0,1
2538,0,0,0,13.0,1014.0,87.0,1.0,0,0,0,0,23,3,12,0,357,3,0,1
2539,0,0,0,15.0,1022.0,87.0,0.0,0,0,5,0,1,4,10,3,274,2,0,1
2540,0,0,0,19.0,1017.0,59.0,3.0,0,0,5,0,15,3,7,4,196,1,0,1
2541,0,0,2,12.0,1010.0,91.0,2.0,0,1,0,0,21,3,1,16,21,3,0,1
2542,0,109,2,16.0,1020.0,72.0,1.0,0,1,5,0,18,5,9,10,261,2,0,1
2543,0,0,0,11.0,1015.0,94.0,1.0,0,0,5,0,1,0,11,5,305,2,1,1
2544,0,0,2,6.0,1020.0,65.0,2.0,0,0,0,0,20,5,3,7,79,0,0,1
2545,0,24,2,13.0,1022.0,94.0,6.0,0,3,0,0,29,4,1,11,29,3,0,1
2546,0,232,2,22.0,1020.0,63.0,0.0,0,1,5,0,8,4,10,11,281,2,0,1
2547,0,450,2,17.0,1016.0,48.0,2.0,0,1,6,0,20,1,7,12,201,1,0,1
2548,0,0,0,16.0,1023.0,75.0,0.0,0,0,5,0,8,3,7,21,189,1,0,1
2549,2,3845,0,15.0,1018.0,73.0,0.0,0,4,11,0,12,4,11,17,316,2,0,1
2550,0,366,0,8.0,1030.0,65.0,1.0,0,1,5,0,6,5,11,23,310,2,0,1
2551,0,0,0,10.0,1019.0,93.0,1.0,0,3,5,0,4,1,5,3,124,0,0,1
2552,0,0,2,16.0,1020.0,43.0,1.0,0,0,0,0,20,5,3,15,79,0,0,1
2553,0,0,2,13.0,1022.0,67.0,0.0,0,0,5,0,23,5,10,8,296,3,0,1
2554,0,0,2,13.0,1018.0,92.0,0.0,0,2,5,0,1,3,7,6,182,1,0,1
2555,0,41,0,13.0,1023.0,91.0,1.0,0,0,2,0,30,3,12,0,364,3,0,1
2556,0,834,2,17.0,1011.0,85.0,1.0,0,3,8,0,17,3,6,9,168,1,0,1
2557,0,0,0,14.0,1022.0,62.0,3.0,0,2,5,0,29,0,3,3,88,1,0,1
2558,0,0,2,18.0,1020.0,52.0,0.0,0,0,5,0,10,6,10,10,283,2,0,1
2559,0,1318,2,15.0,1013.0,82.0,1.0,0,4,12,0,2,2,6,8,153,1,0,1
2560,0,235,2,17.0,1021.0,60.0,0.0,0,1,5,0,21,3,10,16,294,3,0,1
2561,0,0,2,22.0,1023.0,45.0,1.0,0,0,5,0,21,1,9,13,264,3,0,1
2562,0,0,0,12.0,1020.0,93.0,1.0,0,0,0,0,26,1,1,1,26,3,0,1
2563,0,0,2,23.0,1017.0,55.0,0.0,0,2,5,0,30,2,6,16,181,1,0,1
2564,0,40,2,18.0,1019.0,51.0,0.0,0,1,5,0,14,6,11,14,318,2,0,1
2565,0,0,0,13.0,1010.0,92.0,1.0,0,2,5,0,21,0,6,5,172,1,0,1
2566,0,0,0,21.0,1014.0,73.0,1.0,0,0,5,0,11,6,7,3,192,1,0,1
2567,0,944,2,19.0,1017.0,48.0,4.0,0,4,8,0,8,3,4,17,98,0,0,1
2568,0,0,0,10.0,1024.0,67.0,2.0,0,0,5,0,19,4,11,1,323,2,0,1
2569,0,0,2,13.0,1020.0,86.0,0.0,0,0,5,0,12,0,7,7,193,1,0,1
2570,0,1040,2,14.0,1024.0,48.0,2.0,0,2,6,0,17,4,12,13,351,3,0,1
2571,0,0,0,7.0,1024.0,91.0,0.0,0,2,5,0,24,2,3,1,83,1,0,1
2572,0,0,0,8.0,1025.0,60.0,2.0,0,0,2,0,15,2,12,7,349,3,0,1
2573,2,0,1,10.0,1020.0,83.0,1.0,0,1,8,0,9,1,11,7,313,2,0,1
